Date,Open,High,Low,Close,Adj Close,Volume
2/3/2020,99.830002,100.760002,99.830002,100.040001,97.998619,11851800
2/4/2020,101.290001,102.209999,101.269997,101.800003,99.722694,9575100
2/5/2020,102.279999,104.120003,102.269997,103.760002,101.642708,14131000
2/6/2020,104.239998,104.239998,103.400002,103.849998,101.730865,6166500
2/7/2020,103.860001,103.949997,102.879997,103.040001,100.937386,6057200
2/10/2020,102.660004,103.589996,102.580002,103.589996,101.476181,4010100
2/11/2020,103.949997,104.300003,103.739998,104.209999,102.083519,10277100
2/12/2020,104.599998,104.839996,103.919998,104.339996,102.210854,4705700
2/13/2020,103.959999,104.279999,103.639999,103.849998,101.730865,4778500
2/14/2020,103.959999,104,103.419998,103.93,101.809227,5114200
2/18/2020,103.93,104.059998,103.220001,103.559998,101.446777,8409300
2/19/2020,103.830002,104.190002,103.730003,104.040001,101.916985,6427900
2/20/2020,103.800003,103.900002,102.43,103.370003,101.260658,8080900
2/21/2020,102.970001,103.529999,102.610001,103.43,101.319427,6510800
2/24/2020,100.93,101.610001,99.690002,100.169998,98.125954,16284500
2/25/2020,100.529999,100.75,96.790001,97.129997,95.147987,20301600
2/26/2020,97.669998,98.82,96.910004,97.120003,95.138206,13721600
2/27/2020,96.07,97.339996,93.800003,93.82,91.90554,22047900
2/28/2020,91.349998,92.660004,89.980003,92.610001,90.720238,27751800
3/2/2020,92.639999,97.099998,92.32,96.949997,94.971657,22359400
3/3/2020,97.190002,98.889999,93.269997,94.540001,92.61084,33385500
3/4/2020,97.379997,100.150002,97.18,99.989998,97.949631,26418700
3/5/2020,97.849998,99.190002,96.559998,97.669998,95.676971,17873000
3/6/2020,94.989998,97.5,94.599998,97.150002,95.167595,17917700
3/9/2020,91.389999,94.279999,90.010002,92.099998,90.220634,21968500
3/10/2020,94.760002,95.419998,90.940002,95.260002,93.316154,26473200
3/11/2020,93.010002,93.669998,90.449997,91.620003,89.750435,23217900
3/12/2020,86.010002,89.730003,82.900002,84.779999,83.050003,20652200
3/13/2020,88.720001,90.900002,84.160004,90.660004,88.81002,29162800
3/16/2020,82.519997,87.050003,80.669998,81.720001,80.052444,21474800
3/17/2020,83.410004,87.550003,82.349998,86.849998,85.077766,27899700
3/18/2020,82.400002,85.300003,79.919998,83.970001,82.256523,28931000
3/19/2020,83.029999,84.260002,81.330002,82.25,80.571632,27121100
3/20/2020,82.959999,83.809998,78.639999,79.089996,77.476105,22004900
3/23/2020,78.199997,78.309998,73.540001,74.620003,73.452095,33633000
3/24/2020,78.150002,80.529999,77.57,80.370003,79.112106,16775800
3/25/2020,79.839996,84.089996,78.870003,81.440002,80.165352,16851800
3/26/2020,82.169998,87.309998,82.010002,86.849998,85.490685,18822500
3/27/2020,84.339996,87.230003,84.279999,84.989998,83.659798,13043200
3/30/2020,86.519997,89.139999,86.510002,88.970001,87.577492,13766700
3/31/2020,89.050003,89.529999,87.639999,88.580002,87.193604,13584900
4/1/2020,85.620003,86.389999,84.389999,85.209999,83.876343,15255200
4/2/2020,84.779999,87.769997,83.93,87.57,86.199409,13588000
4/3/2020,87.290001,88.120003,85.800003,86.779999,85.421768,12934200
4/6/2020,89.540001,91.849998,89.139999,91.330002,89.900566,13472900
4/7/2020,93.650002,93.82,90.489998,90.580002,89.162308,16699200
4/8/2020,91.360001,94.860001,90.220001,94.309998,92.833908,32624300
